Order_ID,Order_Date,Customer_ID,Customer_Name,Province,City,Product,Category,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Profit_Margin,Payment_Method,Sales_Channel,Year,Month,Month_Name
ORD-105870,2025-08-12,CUST-2053,Customer 2053,Alberta,Calgary,Printer Paper,Office Supplies,3,39.0,0.0,117.0,80.82,36.18,0.3092,Credit Card,Retail Store,2025,2025-08,August
ORD-107338,2025-08-12,CUST-4023,Customer 4023,Ontario,Toronto,Office Chair,Furniture,2,429.0,0.1,772.2,505.47,266.73,0.3454,E-Transfer,Online,2025,2025-08,August
ORD-101194,2025-08-12,CUST-2149,Customer 2149,Alberta,Lethbridge,Office Monitor 27,Electronics,2,349.0,0.1,628.2,374.7,253.5,0.4035,Credit Card,Retail Store,2025,2025-08,August
ORD-104547,2025-08-12,CUST-1628,Customer 1628,Alberta,Calgary,Wireless Headphones,Electronics,2,179.0,0.1,322.2,244.59,77.61,0.2409,Paypal,Retail Store,2025,2025-08,August
ORD-101228,2025-08-12,CUST-3811,Customer 3811,Ontario,Ottawa,USB-C Dock,Accessories,2,159.0,0.1,286.2,211.35,74.85,0.2615,Debit,Retail Store,2025,2025-08,August
ORD-109268,2025-08-12,CUST-1544,Customer 1544,Alberta,Calgary,Backpack,Accessories,3,79.0,0.0,237.0,194.27,42.73,0.1803,Credit Card,Retail Store,2025,2025-08,August
ORD-101994,2025-08-12,CUST-2819,Customer 2819,Ontario,Mississauga,Office Chair,Furniture,5,429.0,0.05,2037.75,1568.62,469.13,0.2302,E-Transfer,Online,2025,2025-08,August
ORD-103747,2025-08-12,CUST-3393,Customer 3393,Ontario,Hamilton,Office Chair,Furniture,2,429.0,0.0,858.0,517.7,340.3,0.3966,Paypal,Online,2025,2025-08,August
ORD-104179,2025-08-12,CUST-4093,Customer 4093,Alberta,Calgary,Tablet 11,Electronics,2,499.0,0.1,898.2,727.64,170.56,0.1899,E-Transfer,Retail Store,2025,2025-08,August
ORD-106871,2025-08-13,CUST-4197,Customer 4197,Ontario,Toronto,Standing Desk,Furniture,2,699.0,0.0,1398.0,986.28,411.72,0.2945,Debit,Online,2025,2025-08,August
ORD-107137,2025-08-13,CUST-1702,Customer 1702,British Columbia,Surrey,Laptop Pro 14,Electronics,3,1299.0,0.05,3702.15,2541.96,1160.19,0.3134,Debit,Online,2025,2025-08,August
ORD-100154,2025-08-13,CUST-1146,Customer 1146,Alberta,Calgary,Ink Cartridge,Office Supplies,3,79.0,0.0,237.0,140.34,96.66,0.4078,E-Transfer,Retail Store,2025,2025-08,August
ORD-102815,2025-08-13,CUST-2010,Customer 2010,Manitoba,Brandon,Printer Paper,Office Supplies,5,39.0,0.0,195.0,122.96,72.04,0.3694,E-Transfer,Retail Store,2025,2025-08,August
ORD-105971,2025-08-13,CUST-1468,Customer 1468,Alberta,Calgary,Webcam HD,Electronics,1,99.0,0.05,94.05,70.55,23.5,0.2499,Paypal,Wholesale,2025,2025-08,August
ORD-108240,2025-08-13,CUST-2368,Customer 2368,Saskatchewan,Regina,Mechanical Keyboard,Accessories,2,129.0,0.05,245.1,196.91,48.19,0.1966,E-Transfer,Online,2025,2025-08,August
ORD-105850,2025-08-13,CUST-2659,Customer 2659,Alberta,Calgary,Notebook Pack,Office Supplies,4,24.0,0.2,76.8,51.58,25.22,0.3284,Paypal,Online,2025,2025-08,August
ORD-100128,2025-08-13,CUST-3564,Customer 3564,Alberta,Lethbridge,Tablet 11,Electronics,3,499.0,0.2,1197.6,662.61,534.99,0.4467,E-Transfer,Online,2025,2025-08,August
ORD-104094,2025-08-13,CUST-1511,Customer 1511,Ontario,Mississauga,Standing Desk,Furniture,2,699.0,0.05,1328.1,894.92,433.18,0.3262,Debit,Online,2025,2025-08,August
ORD-106628,2025-08-13,CUST-3256,Customer 3256,Alberta,Red Deer,Mechanical Keyboard,Accessories,5,129.0,0.0,645.0,451.43,193.57,0.3001,E-Transfer,Wholesale,2025,2025-08,August
ORD-100778,2025-08-13,CUST-2946,Customer 2946,Manitoba,Brandon,Laptop Pro 14,Electronics,3,1299.0,0.05,3702.15,2570.56,1131.59,0.3057,Paypal,Retail Store,2025,2025-08,August
ORD-104687,2025-08-13,CUST-2879,Customer 2879,Manitoba,Winnipeg,USB-C Dock,Accessories,2,159.0,0.0,318.0,205.66,112.34,0.3533,E-Transfer,Retail Store,2025,2025-08,August
ORD-100729,2025-08-13,CUST-3902,Unknown,Ontario,Mississauga,Notebook Pack,Office Supplies,4,24.0,0.0,96.0,63.45,32.55,0.3391,E-Transfer,Online,2025,2025-08,August
ORD-107559,2025-08-13,CUST-3208,Customer 3208,Ontario,Ottawa,Webcam HD,Electronics,1,99.0,0.1,89.1,64.13,24.97,0.2802,E-Transfer,Retail Store,2025,2025-08,August
ORD-104232,2025-08-13,CUST-3229,Customer 3229,Ontario,Hamilton,Standing Desk,Furniture,1,699.0,0.05,664.05,407.0,257.05,0.3871,E-Transfer,Retail Store,2025,2025-08,August
ORD-100137,2025-08-13,CUST-2783,Customer 2783,Saskatchewan,Saskatoon,Printer Paper,Office Supplies,5,39.0,0.1,175.5,117.88,57.62,0.3283,Credit Card,Online,2025,2025-08,August
ORD-101352,2025-08-13,CUST-3067,Customer 3067,British Columbia,Victoria,Mechanical Keyboard,Accessories,2,129.0,0.15,219.3,122.14,97.16,0.443,E-Transfer,Online,2025,2025-08,August
ORD-104721,2025-08-13,CUST-2869,Customer 2869,Manitoba,Winnipeg,Webcam HD,Electronics,2,99.0,0.0,198.0,160.47,37.53,0.1895,Paypal,Online,2025,2025-08,August
ORD-106792,2025-08-14,CUST-2754,Customer 2754,Saskatchewan,Saskatoon,Standing Desk,Furniture,5,699.0,0.05,3320.25,2125.23,1195.02,0.3599,Debit,Online,2025,2025-08,August
ORD-105374,2025-08-14,CUST-1453,Customer 1453,British Columbia,Vancouver,Laptop Pro 14,Electronics,3,1299.0,0.1,3507.3,2608.97,898.33,0.2561,Debit,Online,2025,2025-08,August
ORD-103720,2025-08-14,CUST-2434,Customer 2434,Alberta,Lethbridge,Office Chair,Furniture,5,429.0,0.05,2037.75,1649.9,387.85,0.1903,Credit Card,Online,2025,2025-08,August
ORD-101182,2025-08-14,CUST-3016,Customer 3016,Manitoba,Brandon,Backpack,Accessories,1,79.0,0.05,75.05,56.94,18.11,0.2413,E-Transfer,Online,2025,2025-08,August
ORD-108045,2025-08-14,CUST-1084,Customer 1084,Ontario,Hamilton,Laptop Pro 14,Electronics,2,1299.0,0.05,2468.1,1914.03,554.07,0.2245,E-Transfer,Wholesale,2025,2025-08,August
ORD-100953,2025-08-14,CUST-3284,Customer 3284,British Columbia,Vancouver,Wireless Mouse,Accessories,1,49.0,0.15,41.65,33.7,7.95,0.1909,Debit,Online,2025,2025-08,August
ORD-108609,2025-08-14,CUST-1046,Customer 1046,Alberta,Edmonton,Office Monitor 27,Electronics,1,349.0,0.0,349.0,274.06,74.94,0.2147,Paypal,Retail Store,2025,2025-08,August
ORD-106244,2025-08-14,CUST-2961,Customer 2961,Saskatchewan,Regina,Standing Desk,Furniture,6,699.0,0.1,3774.6,2168.52,1606.08,0.4255,Debit,Wholesale,2025,2025-08,August
ORD-107930,2025-08-14,CUST-1459,Customer 1459,Alberta,Calgary,Backpack,Accessories,2,79.0,0.2,126.4,79.42,46.98,0.3717,Debit,Wholesale,2025,2025-08,August
ORD-109414,2025-08-14,CUST-3357,Customer 3357,British Columbia,Victoria,Standing Desk,Furniture,2,699.0,0.0,1398.0,867.95,530.05,0.3791,Credit Card,Online,2025,2025-08,August
ORD-104588,2025-08-14,CUST-1002,Customer 1002,Ontario,Toronto,Standing Desk,Furniture,4,699.0,0.05,2656.2,1787.84,868.36,0.3269,Credit Card,Online,2025,2025-08,August
ORD-101149,2025-08-14,CUST-2143,Customer 2143,Ontario,Mississauga,Office Chair,Furniture,5,429.0,0.05,2037.75,1646.49,391.26,0.192,Paypal,Retail Store,2025,2025-08,August
ORD-106518,2025-08-14,CUST-1253,Customer 1253,Ontario,Ottawa,USB-C Dock,Accessories,3,159.0,0.0,477.0,300.88,176.12,0.3692,Credit Card,Retail Store,2025,2025-08,August
ORD-100237,2025-08-14,CUST-3047,Customer 3047,Alberta,Red Deer,Wireless Headphones,Electronics,3,179.0,0.05,510.15,350.89,159.26,0.3122,Credit Card,Online,2025,2025-08,August
ORD-107678,2025-08-14,CUST-3100,Customer 3100,Ontario,Hamilton,Office Monitor 27,Electronics,2,349.0,0.0,698.0,536.44,161.56,0.2315,Credit Card,Retail Store,2025,2025-08,August
ORD-109122,2025-08-14,CUST-2400,Customer 2400,Alberta,Calgary,Webcam HD,Electronics,2,99.0,0.05,188.1,140.87,47.23,0.2511,Credit Card,Retail Store,2025,2025-08,August
ORD-101929,2025-08-14,CUST-2847,Customer 2847,British Columbia,Kelowna,Office Monitor 27,Electronics,1,349.0,0.0,349.0,249.65,99.35,0.2847,E-Transfer,Online,2025,2025-08,August
ORD-105463,2025-08-14,CUST-2050,Customer 2050,British Columbia,Vancouver,Laptop Pro 14,Electronics,4,1299.0,0.1,4676.4,3238.2,1438.2,0.3075,Credit Card,Online,2025,2025-08,August
ORD-101141,2025-08-14,CUST-1123,Customer 1123,Alberta,Red Deer,Mechanical Keyboard,Accessories,2,129.0,0.1,232.2,169.25,62.95,0.2711,E-Transfer,Online,2025,2025-08,August
ORD-109446,2025-08-14,CUST-1371,Customer 1371,Ontario,Hamilton,Backpack,Accessories,2,79.0,0.1,142.2,106.27,35.93,0.2527,Debit,Online,2025,2025-08,August
ORD-105115,2025-08-14,CUST-3871,Customer 3871,Manitoba,Winnipeg,Office Monitor 27,Electronics,2,349.0,0.0,698.0,427.92,270.08,0.3869,Paypal,Online,2025,2025-08,August
ORD-101650,2025-08-14,CUST-2478,Customer 2478,Ontario,Toronto,Ink Cartridge,Office Supplies,2,79.0,0.05,150.1,85.34,64.76,0.4314,Credit Card,Online,2025,2025-08,August
ORD-105492,2025-08-14,CUST-2150,Customer 2150,Alberta,Calgary,Mechanical Keyboard,Accessories,2,129.0,0.05,245.1,160.72,84.38,0.3443,Credit Card,Wholesale,2025,2025-08,August
ORD-102239,2025-08-14,CUST-3453,Customer 3453,British Columbia,Surrey,Desk Lamp,Furniture,1,89.0,0.0,89.0,54.81,34.19,0.3842,Debit,Retail Store,2025,2025-08,August
ORD-102824,2025-08-14,CUST-3223,Customer 3223,Saskatchewan,Regina,Printer Paper,Office Supplies,3,39.0,0.0,117.0,83.37,33.63,0.2874,Credit Card,Online,2025,2025-08,August
ORD-106435,2025-08-14,CUST-1535,Customer 1535,British Columbia,Victoria,Backpack,Accessories,4,79.0,0.1,284.4,221.83,62.57,0.22,E-Transfer,Retail Store,2025,2025-08,August
ORD-102177,2025-08-15,CUST-4039,Customer 4039,Saskatchewan,Regina,USB-C Dock,Accessories,1,159.0,0.05,151.05,97.59,53.46,0.3539,Debit,Online,2025,2025-08,August
ORD-105797,2025-08-15,CUST-3403,Customer 3403,Ontario,Toronto,Ink Cartridge,Office Supplies,1,79.0,0.0,79.0,45.22,33.78,0.4276,E-Transfer,Online,2025,2025-08,August
ORD-105621,2025-08-15,CUST-1657,Customer 1657,Alberta,Lethbridge,Webcam HD,Electronics,4,99.0,0.05,376.2,305.52,70.68,0.1879,Debit,Online,2025,2025-08,August
ORD-109572,2025-08-15,CUST-3507,Customer 3507,Saskatchewan,Regina,Mechanical Keyboard,Accessories,4,129.0,0.0,516.0,312.18,203.82,0.395,E-Transfer,Wholesale,2025,2025-08,August
ORD-103853,2025-08-15,CUST-2671,Customer 2671,Manitoba,Brandon,Notebook Pack,Office Supplies,1,24.0,0.0,24.0,17.32,6.68,0.2783,Debit,Retail Store,2025,2025-08,August
ORD-101264,2025-08-15,CUST-2388,Customer 2388,British Columbia,Victoria,Desk Lamp,Furniture,3,89.0,0.2,213.6,143.33,70.27,0.329,Debit,Retail Store,2025,2025-08,August
ORD-106459,2025-08-15,CUST-2506,Customer 2506,Manitoba,Brandon,Printer Paper,Office Supplies,6,39.0,0.05,222.3,151.64,70.66,0.3179,Debit,Retail Store,2025,2025-08,August
ORD-100210,2025-08-15,CUST-1769,Customer 1769,Saskatchewan,Saskatoon,Ink Cartridge,Office Supplies,3,79.0,0.0,237.0,141.35,95.65,0.4036,Paypal,Wholesale,2025,2025-08,August
ORD-103741,2025-08-15,CUST-3529,Customer 3529,Saskatchewan,Regina,Mechanical Keyboard,Accessories,2,129.0,0.0,258.0,157.09,100.91,0.3911,Credit Card,Wholesale,2025,2025-08,August
ORD-102226,2025-08-15,CUST-1875,Customer 1875,Saskatchewan,Regina,Office Chair,Furniture,2,429.0,0.1,772.2,499.44,272.76,0.3532,Debit,Wholesale,2025,2025-08,August
ORD-100492,2025-08-15,CUST-1954,Customer 1954,Saskatchewan,Saskatoon,Laptop Pro 14,Electronics,2,1299.0,0.0,2598.0,1939.58,658.42,0.2534,E-Transfer,Retail Store,2025,2025-08,August
ORD-101006,2025-08-15,CUST-2148,Customer 2148,Alberta,Lethbridge,Printer Paper,Office Supplies,2,39.0,0.0,78.0,48.13,29.87,0.3829,Debit,Online,2025,2025-08,August
ORD-102741,2025-08-15,CUST-2066,Customer 2066,Alberta,Lethbridge,USB-C Dock,Accessories,5,159.0,0.0,795.0,453.91,341.09,0.429,Debit,Online,2025,2025-08,August
ORD-102770,2025-08-15,CUST-1771,Customer 1771,Ontario,Toronto,Mechanical Keyboard,Accessories,1,129.0,0.05,122.55,87.95,34.6,0.2823,Paypal,Online,2025,2025-08,August
ORD-101852,2025-08-15,CUST-3503,Customer 3503,Manitoba,Winnipeg,Mechanical Keyboard,Accessories,4,129.0,0.0,516.0,382.38,133.62,0.259,E-Transfer,Online,2025,2025-08,August
ORD-108691,2025-08-15,CUST-2040,Customer 2040,Saskatchewan,Regina,Mechanical Keyboard,Accessories,2,129.0,0.0,258.0,173.42,84.58,0.3278,Debit,Wholesale,2025,2025-08,August
ORD-108820,2025-08-15,CUST-1474,Customer 1474,Ontario,Ottawa,Ink Cartridge,Office Supplies,2,79.0,0.1,142.2,102.12,40.08,0.2819,Paypal,Retail Store,2025,2025-08,August
ORD-106387,2025-08-15,CUST-4084,Customer 4084,Saskatchewan,Saskatoon,Standing Desk,Furniture,1,699.0,0.05,664.05,466.78,197.27,0.2971,Debit,Online,2025,2025-08,August
ORD-107859,2025-08-15,CUST-3061,Customer 3061,Alberta,Calgary,Standing Desk,Furniture,3,699.0,0.0,2097.0,1708.41,388.59,0.1853,E-Transfer,Online,2025,2025-08,August
ORD-102023,2025-08-15,CUST-2335,Customer 2335,British Columbia,Surrey,Laptop Pro 14,Electronics,2,1299.0,0.1,2338.2,1712.0,626.2,0.2678,Paypal,Retail Store,2025,2025-08,August
ORD-102273,2025-08-15,CUST-1217,Customer 1217,Alberta,Lethbridge,Printer Paper,Office Supplies,5,39.0,0.1,175.5,129.84,45.66,0.2602,Debit,Online,2025,2025-08,August
ORD-104981,2025-08-16,CUST-1352,Customer 1352,Ontario,Mississauga,Tablet 11,Electronics,1,499.0,0.1,449.1,272.75,176.35,0.3927,Debit,Online,2025,2025-08,August
ORD-108879,2025-08-16,CUST-3455,Customer 3455,Alberta,Calgary,Standing Desk,Furniture,3,699.0,0.0,2097.0,1166.31,930.69,0.4438,E-Transfer,Retail Store,2025,2025-08,August
ORD-104167,2025-08-16,CUST-1201,Customer 1201,Ontario,Hamilton,Tablet 11,Electronics,1,499.0,0.0,499.0,351.67,147.33,0.2953,Credit Card,Wholesale,2025,2025-08,August
ORD-101893,2025-08-16,CUST-2768,Customer 2768,British Columbia,Vancouver,Ink Cartridge,Office Supplies,4,79.0,0.1,284.4,164.22,120.18,0.4226,E-Transfer,Wholesale,2025,2025-08,August
ORD-100803,2025-08-16,CUST-1479,Customer 1479,Manitoba,Brandon,Office Monitor 27,Electronics,4,349.0,0.05,1326.2,1040.41,285.79,0.2155,Credit Card,Retail Store,2025,2025-08,August
ORD-108206,2025-08-16,CUST-4154,Customer 4154,Alberta,Edmonton,Tablet 11,Electronics,3,499.0,0.1,1347.3,863.86,483.44,0.3588,E-Transfer,Online,2025,2025-08,August
ORD-107296,2025-08-16,CUST-3109,Customer 3109,Ontario,Mississauga,Wireless Mouse,Accessories,2,49.0,0.05,93.1,72.14,20.96,0.2251,Paypal,Retail Store,2025,2025-08,August
ORD-100686,2025-08-16,CUST-1798,Customer 1798,British Columbia,Vancouver,Ink Cartridge,Office Supplies,3,79.0,0.15,201.45,136.73,64.72,0.3213,Credit Card,Retail Store,2025,2025-08,August
ORD-106840,2025-08-16,CUST-1162,Customer 1162,Manitoba,Winnipeg,Mechanical Keyboard,Accessories,2,129.0,0.1,232.2,152.07,80.13,0.3451,E-Transfer,Retail Store,2025,2025-08,August
ORD-108547,2025-08-16,CUST-1317,Customer 1317,Ontario,Toronto,Wireless Headphones,Electronics,1,179.0,0.0,179.0,98.94,80.06,0.4473,E-Transfer,Online,2025,2025-08,August
ORD-102106,2025-08-16,CUST-3288,Customer 3288,British Columbia,Surrey,Office Chair,Furniture,2,429.0,0.0,858.0,508.07,349.93,0.4078,Credit Card,Wholesale,2025,2025-08,August
ORD-109424,2025-08-16,CUST-2995,Customer 2995,Alberta,Lethbridge,Webcam HD,Electronics,6,99.0,0.1,534.6,400.57,134.03,0.2507,Debit,Retail Store,2025,2025-08,August
ORD-102810,2025-08-16,CUST-2945,Customer 2945,British Columbia,Surrey,Tablet 11,Electronics,1,499.0,0.0,499.0,364.38,134.62,0.2698,Credit Card,Online,2025,2025-08,August
ORD-102578,2025-08-16,CUST-3918,Customer 3918,Alberta,Calgary,Ink Cartridge,Office Supplies,5,79.0,0.15,335.75,217.07,118.68,0.3535,Paypal,Online,2025,2025-08,August
ORD-103878,2025-08-16,CUST-1156,Customer 1156,Manitoba,Brandon,Webcam HD,Electronics,2,99.0,0.1,178.2,114.69,63.51,0.3564,E-Transfer,Online,2025,2025-08,August
ORD-106424,2025-08-16,CUST-1258,Customer 1258,Alberta,Red Deer,Webcam HD,Electronics,6,99.0,0.0,594.0,378.91,215.09,0.3621,E-Transfer,Retail Store,2025,2025-08,August
ORD-106941,2025-08-16,CUST-2242,Customer 2242,Alberta,Edmonton,Notebook Pack,Office Supplies,3,24.0,0.05,68.4,47.43,20.97,0.3066,E-Transfer,Online,2025,2025-08,August
ORD-106538,2025-08-17,CUST-4124,Customer 4124,Saskatchewan,Saskatoon,Tablet 11,Electronics,1,499.0,0.1,449.1,283.08,166.02,0.3697,Debit,Online,2025,2025-08,August
ORD-101035,2025-08-17,CUST-3847,Customer 3847,Ontario,Ottawa,Office Chair,Furniture,3,429.0,0.0,1287.0,732.82,554.18,0.4306,Credit Card,Retail Store,2025,2025-08,August
ORD-106205,2025-08-17,CUST-1562,Customer 1562,Ontario,Hamilton,Notebook Pack,Office Supplies,3,24.0,0.0,72.0,47.66,24.34,0.3381,Debit,Online,2025,2025-08,August
ORD-104512,2025-08-17,CUST-4080,Customer 4080,Alberta,Edmonton,Office Chair,Furniture,1,429.0,0.1,386.1,298.24,87.86,0.2276,Credit Card,Wholesale,2025,2025-08,August
ORD-107853,2025-08-17,CUST-3760,Customer 3760,Saskatchewan,Saskatoon,Webcam HD,Electronics,1,99.0,0.1,89.1,67.84,21.26,0.2386,E-Transfer,Online,2025,2025-08,August
ORD-109673,2025-08-17,CUST-3075,Customer 3075,Alberta,Red Deer,Wireless Headphones,Electronics,2,179.0,0.0,358.0,268.51,89.49,0.25,Paypal,Online,2025,2025-08,August
ORD-103801,2025-08-17,CUST-1050,Customer 1050,Alberta,Calgary,Webcam HD,Electronics,2,99.0,0.0,198.0,127.35,70.65,0.3568,Credit Card,Wholesale,2025,2025-08,August
ORD-108489,2025-08-17,CUST-1373,Customer 1373,Alberta,Red Deer,Office Monitor 27,Electronics,1,349.0,0.0,349.0,277.76,71.24,0.2041,Credit Card,Wholesale,2025,2025-08,August
ORD-109640,2025-08-17,CUST-1348,Customer 1348,Alberta,Red Deer,Office Chair,Furniture,3,429.0,0.05,1222.65,864.93,357.72,0.2926,Credit Card,Retail Store,2025,2025-08,August
ORD-100710,2025-08-17,CUST-2268,Customer 2268,Ontario,Mississauga,Tablet 11,Electronics,1,499.0,0.1,449.1,258.46,190.64,0.4245,E-Transfer,Online,2025,2025-08,August
ORD-106902,2025-08-17,CUST-2924,Customer 2924,Ontario,Ottawa,Mechanical Keyboard,Accessories,3,129.0,0.0,387.0,216.44,170.56,0.4407,E-Transfer,Retail Store,2025,2025-08,August
ORD-103749,2025-08-17,CUST-3084,Customer 3084,Alberta,Red Deer,Ink Cartridge,Office Supplies,1,79.0,0.05,75.05,41.47,33.58,0.4474,Paypal,Online,2025,2025-08,August
ORD-106090,2025-08-17,CUST-4088,Customer 4088,Manitoba,Brandon,Webcam HD,Electronics,3,99.0,0.15,252.45,165.92,86.53,0.3428,Credit Card,Wholesale,2025,2025-08,August
ORD-100578,2025-08-17,CUST-2329,Customer 2329,Ontario,Mississauga,Tablet 11,Electronics,3,499.0,0.0,1497.0,1165.45,331.55,0.2215,Paypal,Online,2025,2025-08,August
ORD-101452,2025-08-17,CUST-2580,Customer 2580,Alberta,Edmonton,Ink Cartridge,Office Supplies,1,79.0,0.1,71.1,41.0,30.1,0.4233,Debit,Retail Store,2025,2025-08,August
ORD-100491,2025-08-17,CUST-1202,Customer 1202,Saskatchewan,Regina,Mechanical Keyboard,Accessories,1,129.0,0.0,129.0,96.02,32.98,0.2557,Debit,Wholesale,2025,2025-08,August
ORD-106488,2025-08-17,CUST-3146,Customer 3146,British Columbia,Surrey,Ink Cartridge,Office Supplies,2,79.0,0.0,158.0,114.27,43.73,0.2768,Credit Card,Wholesale,2025,2025-08,August
ORD-107499,2025-08-17,CUST-3943,Customer 3943,Ontario,Toronto,Laptop Pro 14,Electronics,3,1299.0,0.2,3117.6,2207.22,910.38,0.292,Debit,Online,2025,2025-08,August
ORD-105373,2025-08-17,CUST-3618,Customer 3618,Alberta,Calgary,Printer Paper,Office Supplies,2,39.0,0.05,74.1,42.23,31.87,0.4301,Debit,Retail Store,2025,2025-08,August
ORD-107428,2025-08-17,CUST-4056,Customer 4056,Manitoba,Winnipeg,Office Chair,Furniture,2,429.0,0.05,815.1,632.28,182.82,0.2243,E-Transfer,Retail Store,2025,2025-08,August
ORD-100921,2025-08-17,CUST-3589,Customer 3589,Alberta,Red Deer,Desk Lamp,Furniture,6,89.0,0.0,534.0,433.05,100.95,0.189,Debit,Online,2025,2025-08,August
ORD-100759,2025-08-17,CUST-3792,Customer 3792,Alberta,Calgary,Office Monitor 27,Electronics,3,349.0,0.05,994.65,595.74,398.91,0.4011,Debit,Wholesale,2025,2025-08,August
ORD-108052,2025-08-17,CUST-4080,Customer 4080,British Columbia,Kelowna,Standing Desk,Furniture,1,699.0,0.0,699.0,533.18,165.82,0.2372,Debit,Online,2025,2025-08,August
ORD-106881,2025-08-17,CUST-3767,Customer 3767,Alberta,Edmonton,Wireless Mouse,Accessories,1,49.0,0.1,44.1,30.33,13.77,0.3122,Credit Card,Online,2025,2025-08,August
ORD-105152,2025-08-17,CUST-1068,Customer 1068,Alberta,Edmonton,Wireless Headphones,Electronics,2,179.0,0.0,358.0,218.8,139.2,0.3888,Paypal,Wholesale,2025,2025-08,August
ORD-101983,2025-08-17,CUST-2250,Customer 2250,British Columbia,Vancouver,Ink Cartridge,Office Supplies,3,79.0,0.1,213.3,117.64,95.66,0.4485,Debit,Online,2025,2025-08,August
ORD-104990,2025-08-17,CUST-3560,Customer 3560,Manitoba,Brandon,Tablet 11,Electronics,1,499.0,0.0,499.0,340.9,158.1,0.3168,Paypal,Online,2025,2025-08,August
ORD-103541,2025-08-18,CUST-2420,Customer 2420,Manitoba,Brandon,USB-C Dock,Accessories,1,159.0,0.1,143.1,94.87,48.23,0.337,Debit,Online,2025,2025-08,August
ORD-104878,2025-08-18,CUST-1550,Customer 1550,Manitoba,Winnipeg,Office Chair,Furniture,6,429.0,0.0,2574.0,1563.44,1010.56,0.3926,Credit Card,Retail Store,2025,2025-08,August
ORD-100232,2025-08-18,CUST-2204,Customer 2204,Alberta,Red Deer,Backpack,Accessories,2,79.0,0.05,150.1,118.74,31.36,0.2089,Paypal,Online,2025,2025-08,August
ORD-109991,2025-08-18,CUST-2509,Customer 2509,Saskatchewan,Regina,Standing Desk,Furniture,3,699.0,0.0,2097.0,1266.74,830.26,0.3959,Credit Card,Online,2025,2025-08,August
ORD-106793,2025-08-18,CUST-2372,Customer 2372,Ontario,Unknown,Office Monitor 27,Electronics,1,349.0,0.0,349.0,258.62,90.38,0.259,Paypal,Retail Store,2025,2025-08,August
ORD-107258,2025-08-18,CUST-2287,Customer 2287,Manitoba,Brandon,Backpack,Accessories,1,79.0,0.0,79.0,55.05,23.95,0.3032,Paypal,Wholesale,2025,2025-08,August
ORD-109918,2025-08-18,CUST-2889,Customer 2889,British Columbia,Victoria,Mechanical Keyboard,Accessories,1,129.0,0.0,129.0,72.57,56.43,0.4374,Paypal,Wholesale,2025,2025-08,August
ORD-105908,2025-08-18,CUST-1582,Customer 1582,British Columbia,Kelowna,Wireless Headphones,Electronics,1,179.0,0.0,179.0,120.81,58.19,0.3251,E-Transfer,Wholesale,2025,2025-08,August
ORD-107360,2025-08-18,CUST-3986,Customer 3986,Saskatchewan,Regina,USB-C Dock,Accessories,1,159.0,0.2,127.2,92.43,34.77,0.2733,Paypal,Online,2025,2025-08,August
ORD-103186,2025-08-18,CUST-1726,Customer 1726,Manitoba,Brandon,Office Chair,Furniture,2,429.0,0.1,772.2,469.29,302.91,0.3923,Paypal,Retail Store,2025,2025-08,August
ORD-101683,2025-08-18,CUST-2790,Customer 2790,Ontario,Hamilton,USB-C Dock,Accessories,6,159.0,0.15,810.9,577.96,232.94,0.2873,Paypal,Retail Store,2025,2025-08,August
ORD-107724,2025-08-18,CUST-1227,Customer 1227,Alberta,Red Deer,Office Monitor 27,Electronics,1,349.0,0.0,349.0,211.81,137.19,0.3931,Credit Card,Online,2025,2025-08,August
ORD-102792,2025-08-18,CUST-3036,Customer 3036,Saskatchewan,Regina,Tablet 11,Electronics,1,499.0,0.0,499.0,287.82,211.18,0.4232,Debit,Retail Store,2025,2025-08,August
ORD-104056,2025-08-18,CUST-1734,Customer 1734,British Columbia,Victoria,Mechanical Keyboard,Accessories,5,129.0,0.15,548.25,436.07,112.18,0.2046,Debit,Online,2025,2025-08,August
ORD-105922,2025-08-18,CUST-1725,Customer 1725,Manitoba,Brandon,Laptop Pro 14,Electronics,5,1299.0,0.05,6170.25,3807.3,2362.95,0.383,Credit Card,Online,2025,2025-08,August
ORD-107014,2025-08-18,CUST-2131,Customer 2131,Alberta,Red Deer,USB-C Dock,Accessories,3,159.0,0.15,405.45,225.63,179.82,0.4435,Paypal,Online,2025,2025-08,August
ORD-100436,2025-08-18,CUST-1122,Customer 1122,Alberta,Red Deer,Standing Desk,Furniture,1,699.0,0.0,699.0,460.32,238.68,0.3415,E-Transfer,Online,2025,2025-08,August
ORD-106309,2025-08-19,CUST-3817,Customer 3817,Saskatchewan,Saskatoon,USB-C Dock,Accessories,2,159.0,0.0,318.0,241.71,76.29,0.2399,Paypal,Online,2025,2025-08,August
ORD-100089,2025-08-19,CUST-1088,Customer 1088,Manitoba,Brandon,USB-C Dock,Accessories,3,159.0,0.0,477.0,343.64,133.36,0.2796,Debit,Online,2025,2025-08,August
ORD-100112,2025-08-19,CUST-1398,Customer 1398,Ontario,Mississauga,Desk Lamp,Furniture,1,89.0,0.0,89.0,70.52,18.48,0.2076,Credit Card,Online,2025,2025-08,August
